Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Stress_Level (1-10),Sleep_Hours_per_Night,Gender_Male,Department_CS,Department_Engineering,Department_Mathematics,Extracurricular_Activities_Yes,Internet_Access_at_Home_Yes,Parent_Education_Level_High School,Parent_Education_Level_Master's,Parent_Education_Level_PhD,Parent_Education_Level_Unknown,Family_Income_Level_Low,Family_Income_Level_Medium
0.0,0.07861572314462895,0.05067511251875312,0.8407537101884277,0.5591118223644731,0.8211642328465694,0.584,0.8846,0.684386203486216,B,0.524,0.5555555555555556,0.8600000000000001,True,False,False,False,False,False,False,False,True,False,False,False
0.0,0.276855371074215,0.5535922653775629,0.1834250458562614,0.30046009201840373,0.2574514902980596,0.971,0.7864,0.46804302138706855,C,0.412,1.0,0.6599999999999999,True,False,True,False,False,True,True,False,False,False,False,False
0.5,0.24864972994598933,0.29504917486247717,0.9019509754877437,0.9975995199039811,0.2832566513302661,0.818,0.29300000000000015,0.5947358365457016,C,0.6240000000000001,0.6666666666666665,0.18000000000000005,False,False,True,False,True,False,False,True,False,False,True,False
0.833333333333333,0.23444688937787572,0.13368894815802645,0.506419876604969,0.4060812162432488,0.9991998399679938,0.16899999999999998,0.08360000000000012,0.2660178244304834,D,0.768,0.2222222222222222,0.08000000000000007,False,False,False,True,True,True,False,False,True,False,True,False
0.6666666666666665,0.19263852770554135,0.771961993665611,0.06703351675837921,0.2122424484896981,0.32746549309861983,0.8029999999999999,0.4878,0.34643005653019254,D,0.768,0.1111111111111111,0.31999999999999984,False,False,False,False,True,True,False,False,False,True,False,True
0.6666666666666665,0.5747149429885978,0.2175362560426738,0.14123728530932134,0.6289257851570316,0.4228845769153833,0.841,0.05479999999999996,0.19852999022241202,F,0.724,0.1111111111111111,0.8200000000000001,True,False,True,False,True,False,False,True,False,False,True,False
0.5,0.3280656131226245,0.22370395065844317,0.30898782724695684,0.2442488497699542,0.9901980396079217,0.691,0.9984000000000002,0.5565020960001799,C,0.09999999999999998,0.2222222222222222,0.019999999999999907,False,False,False,False,True,False,False,True,False,False,False,True
0.16666666666666652,0.8203640728145629,0.2750458409734956,0.043355010838752706,0.49409881976395287,0.369473894778956,0.657,0.35840000000000005,0.2301329527191811,D,0.416,0.6666666666666665,0.15999999999999992,True,False,True,False,False,False,False,False,False,True,False,True
0.5,0.18383676735347088,0.586931155192532,0.3093213273303319,0.4826965393078615,0.3662732546509304,0.441,0.9584000000000001,0.5585812382697042,C,0.8160000000000001,0.7777777777777777,0.09999999999999998,False,True,False,False,False,True,False,True,False,False,False,True
0.833333333333333,0.4644928985797161,0.6597766294382397,0.05986326496581629,0.45369073814762984,0.8279655931186238,0.642,0.7731999999999999,0.4963867878937729,C,0.6559999999999999,0.3333333333333333,0.040000000000000036,False,True,False,False,False,False,False,False,False,False,True,False
0.0,0.01340268053610738,0.0176696116019337,0.23595130898782724,0.7961592318463693,0.31206241248249644,0.738,0.4112,0.31434383393834464,D,0.6799999999999999,0.2222222222222222,0.8200000000000001,False,False,False,True,True,True,False,True,False,False,False,False
0.5,0.48149629925985216,0.24187364560760127,0.26563281640820413,0.21664332866573321,0.23384676935387083,0.12300000000000001,0.11840000000000006,0.09539329504714589,F,0.22799999999999998,0.6666666666666665,0.28,True,False,False,True,True,True,True,False,False,False,True,False
0.0,0.055611122224445086,0.43107184530755127,0.9946639986659995,0.9045809161832368,0.4232846569313864,0.257,0.23720000000000008,0.5716854538711382,C,0.324,0.2222222222222222,0.72,True,False,False,False,True,False,False,True,False,False,False,False
0.833333333333333,0.9777955591118226,0.3320553425570929,0.23545105886276474,0.7915583116623324,0.700740148029606,0.19399999999999998,0.673,0.44779105182121626,C,0.956,0.7777777777777777,0.14,False,False,False,True,False,False,False,False,True,False,True,False
1.0,0.7905581116223246,0.8843140523420572,0.23911955977988997,0.3332666533306661,0.04320864172834571,0.841,0.8300000000000001,0.535249890423583,C,0.8480000000000001,0.3333333333333333,0.40000000000000013,True,False,False,False,True,False,False,True,False,False,False,True
0.833333333333333,0.4900980196039211,0.7877979663277215,0.6870101717525428,0.1806361272254453,0.37407481496299266,0.68,0.9794,0.7103923397655625,B,0.16399999999999998,0.7777777777777777,0.11999999999999988,True,True,False,False,True,True,True,False,False,False,False,False
0.33333333333333304,0.08641728345669142,0.6259376562760461,0.8595964648991163,0.2796559311862372,0.34626925385077034,0.451,0.1322000000000001,0.4380022252441589,C,0.544,0.1111111111111111,0.0,True,True,False,False,False,False,True,False,False,False,True,False
0.0,0.5923184636927388,0.3380563427237875,0.38702684675671173,0.3326665333066614,0.24484896979395887,0.826,0.15599999999999992,0.2682318299823554,D,0.49200000000000005,0.7777777777777777,0.6199999999999999,True,False,True,False,True,True,False,True,False,False,True,False
0.6666666666666665,0.75875175035007,0.700783463910652,0.8759379689844924,0.5571114222844569,0.6543308661732345,0.7170000000000001,0.04239999999999999,0.5396441857067398,C,0.444,0.7777777777777777,0.4800000000000002,True,False,False,False,False,True,False,False,False,False,False,False
0.5,0.19063812762552512,0.8438073012168696,0.3401700850425211,0.046409281856371276,0.2900580116023206,0.914,0.2604000000000002,0.35665718877487973,D,0.47200000000000003,1.0,0.41999999999999993,True,True,False,False,True,True,False,True,False,False,False,True
1.0,0.5681136227245449,0.5949324887481247,0.1969317992329498,0.9145829165833168,0.6069213842768555,0.077,0.821,0.5349239708245763,C,0.6440000000000001,0.2222222222222222,0.08000000000000007,True,True,False,False,True,False,False,False,False,True,False,True
0.833333333333333,0.8141628325665133,0.7846307717952992,0.32966483241620814,0.09861972394478902,0.504500900180036,0.509,0.19819999999999993,0.3075557153935198,D,0.968,0.1111111111111111,0.5800000000000001,False,False,False,False,False,False,True,False,False,False,False,False
0.0,0.7681536307261454,0.749291548591432,0.6094714023678507,0.2792558511702341,0.2172434486897381,0.7070000000000001,0.5478000000000001,0.5329909304442619,C,0.8760000000000001,0.6666666666666665,0.78,True,False,True,False,False,False,False,True,False,False,True,False
1.0,0.802960592118424,0.5717619603267212,0.3671835917958979,0.10922184436887394,0.2666533306661334,0.207,0.4463999999999999,0.3019476505692351,D,0.8760000000000001,0.8888888888888888,0.05999999999999994,True,False,True,False,False,True,False,False,False,False,False,True
0.16666666666666652,0.8793758751750351,0.31221870311718625,0.6730031682507922,0.25665133026605336,0.17063412682536527,0.327,0.3258000000000001,0.33939468863439703,D,0.704,1.0,0.41999999999999993,False,False,True,False,True,True,False,False,False,False,True,False
0.33333333333333304,0.9375875175035009,0.7459576596099351,0.23695180923795234,0.8377675535107021,0.05661132226445287,0.41900000000000004,0.6184000000000001,0.474302925409366,C,0.016000000000000014,0.0,0.31999999999999984,False,False,True,False,False,True,False,False,False,False,False,True
0.16666666666666652,0.4054810962192441,0.2068678113018836,0.7011839252959813,0.6153230646129229,0.6193238647729546,0.794,0.5024000000000002,0.5504782027219906,C,0.44,0.4444444444444445,0.9000000000000001,False,True,False,False,True,False,False,False,True,False,True,False
0.833333333333333,0.5687137427485498,0.7796299383230538,0.3475070868767718,0.2274454890978197,0.6729345869173835,0.49400000000000005,0.3348,0.39756571775362737,D,0.512,0.2222222222222222,0.26,False,False,False,False,False,False,False,False,True,False,False,True
0.16666666666666652,0.7905581116223246,0.8046341056842807,0.4558946139736535,0.871974394878976,0.16603320664132837,0.493,0.6888000000000001,0.6100652963058695,C,0.8440000000000001,0.8888888888888888,0.94,True,False,False,False,True,True,False,False,True,False,True,False
0.16666666666666652,0.6971394278855774,0.8223037172862144,0.5577788894447222,0.800960192038408,0.6155231046209242,0.43100000000000005,0.28,0.5417120893694019,C,0.9240000000000002,0.7777777777777777,0.8200000000000001,False,True,False,False,False,True,False,False,False,True,True,False
0.33333333333333304,0.9955991198239651,0.47291215202533765,0.6863431715857928,0.7537507501500302,0.9821964392878575,0.22899999999999998,0.6432,0.6473662324818217,C,0.452,0.8888888888888888,0.09999999999999998,False,True,False,False,False,True,False,False,False,True,False,True
0.33333333333333304,0.01340268053610738,0.1925320886814469,0.23861930965482747,0.8477695539107821,0.07441488297659538,0.923,0.9572,0.5374863731891795,C,0.3,0.8888888888888888,0.4800000000000002,True,True,False,False,True,True,False,True,False,False,False,True
0.33333333333333304,0.3550710142028408,0.09968328054675779,0.8362514590628647,0.619723944788958,0.49049809961992397,0.318,0.7290000000000001,0.583485991076546,C,0.336,1.0,0.6400000000000001,True,False,False,True,False,True,False,False,True,False,True,False
1.0,0.280856171234247,0.7434572428738122,0.7220276805069201,0.501500300060012,0.7331466293258655,0.5670000000000001,0.4184000000000001,0.6058058643050608,C,0.5800000000000001,0.2222222222222222,0.6000000000000001,True,False,False,False,False,True,False,False,True,False,False,False
0.33333333333333304,0.26225245049009804,0.8864810801800302,0.23411705852926457,0.37407481496299266,0.046009201840368164,0.149,0.7476,0.43564211780307693,D,0.276,0.6666666666666665,0.6800000000000002,False,False,False,False,True,False,False,False,False,True,True,False
0.16666666666666652,0.22244448889777968,0.6509418236372728,0.9753209938302485,0.2238447689537908,0.778355671134227,0.434,0.8091999999999999,0.7475471740523043,B,0.9120000000000001,0.4444444444444445,0.41999999999999993,True,False,False,False,True,True,False,False,False,False,False,False
0.6666666666666665,0.7091418283656732,0.14419069844974164,0.6649991662497916,0.5575115023004602,0.9797959591918386,0.904,0.3258000000000001,0.509187561109925,C,0.42,0.5555555555555556,0.9000000000000001,False,False,True,False,True,False,False,False,False,False,False,True
0.6666666666666665,0.08461692338467719,0.9349891648608104,0.45255961313990345,0.8895779155831167,0.08841768353670743,0.995,0.7052,0.6915002416300475,B,0.992,0.7777777777777777,0.28,True,True,False,False,True,True,True,False,False,False,False,False
0.33333333333333304,0.7415483096619324,0.9893315552592099,0.15741203935300996,0.5941188237647532,0.8223644728945789,0.36200000000000004,0.4343999999999999,0.47325773497117307,C,0.10799999999999998,1.0,0.09999999999999998,True,True,False,False,False,True,False,True,False,False,True,False
1.0,0.6933386677335469,0.43340556759459914,0.5332666333166582,0.9197839567913584,0.37867573514702957,0.154,0.8186000000000002,0.5986693489475046,C,0.18799999999999994,0.7777777777777777,0.9800000000000002,False,True,False,False,False,False,False,True,False,False,False,True
0.5,0.25065013002600534,0.5949324887481247,0.1647490411872603,0.3570714142828566,0.14422884576915385,0.314,0.2953999999999999,0.22754807314085346,D,0.512,0.6666666666666665,0.6599999999999999,True,False,False,True,True,False,False,False,True,False,False,True
0.0,0.25265053010602134,0.777296216036006,0.42954810738702687,0.6953390678135629,0.4932986597319464,0.327,0.9378,0.6679553602535426,B,0.8680000000000001,0.0,0.6599999999999999,True,False,False,False,True,False,False,False,False,True,False,False
0.833333333333333,0.62872574514903,0.736456076012669,0.408704352176088,0.6487297459491901,0.07161432286457292,0.645,0.5748,0.5107834432843703,C,0.35200000000000004,0.0,0.8200000000000001,True,True,False,False,True,False,False,True,False,False,False,True
1.0,0.7621524304860974,0.9679946657776297,0.7201934300483575,0.6705341068213644,0.5223044608921785,0.49600000000000005,0.35340000000000016,0.6255071421346612,C,0.8360000000000001,0.5555555555555556,0.41999999999999993,True,False,False,True,False,True,False,False,False,False,False,False
0.5,0.8763752750550111,0.11485247541256882,0.19226279806569957,0.6451290258051612,0.019403880776155402,0.768,0.4194,0.26707425347553926,D,0.424,0.8888888888888888,0.3800000000000001,True,True,False,False,False,True,False,False,False,True,True,False
0.833333333333333,0.8521704340868175,0.5807634605767629,0.8220777055194264,0.22164432886577323,0.7287457491498301,0.701,0.3478000000000001,0.5502084761572956,C,0.8520000000000001,0.7777777777777777,0.94,False,False,True,False,True,True,False,False,True,False,False,True
0.5,0.9647929585917183,0.6921153525587598,0.32616308154077045,0.14362872574514918,0.48809761952390507,0.251,0.1462000000000001,0.24687847694399823,D,0.276,0.0,0.3800000000000001,False,False,False,False,False,True,False,False,True,False,True,False
0.5,0.5813162632526505,0.8903150525087515,0.44405536101384024,0.9787957591518306,0.45909181836367297,0.784,0.06840000000000002,0.49787028399959565,C,0.47200000000000003,0.7777777777777777,0.08000000000000007,True,False,False,True,True,False,False,True,False,False,False,False
0.6666666666666665,0.908581716343269,0.8743123853975665,0.7725529431382359,0.045209041808361716,0.19623924784957003,0.8470000000000001,0.3218000000000001,0.5109632609941672,C,0.27999999999999997,0.4444444444444445,0.30000000000000004,False,True,False,False,False,True,False,True,False,False,False,False
0.0,0.8085617123424689,0.9781630271711954,0.6254794063698514,0.4678935787157432,0.3612722544508904,0.598,0.4586000000000001,0.5903303026556828,C,0.21600000000000003,0.1111111111111111,0.8800000000000001,False,False,False,False,False,False,True,False,False,False,True,False
0.5,0.894578915783157,0.5120853475579263,0.30798732699683173,0.42508501700340084,0.18183636727345487,0.9279999999999999,0.3618000000000001,0.366142572966655,D,0.42,0.6666666666666665,0.09999999999999998,False,False,False,True,False,True,False,True,False,False,False,False
0.33333333333333304,0.011402280456091374,0.8309718286381065,0.3861930965482743,0.3600720144028806,0.7355471094218844,0.783,0.014000000000000012,0.37469515278886,D,0.336,0.1111111111111111,0.72,True,False,False,False,True,True,False,True,False,False,False,False
0.833333333333333,0.9659931986397281,0.4274045674279048,0.3058195764548941,0.7821564312862572,0.19903980796159249,0.595,0.5790000000000002,0.446206408253633,C,0.788,0.3333333333333333,0.26,True,False,False,False,True,False,False,False,False,False,True,False
1.0,0.47349469893978835,0.42240373395565944,0.5949641487410371,0.7455491098219644,0.6169233846769355,0.9059999999999999,0.14480000000000004,0.4719765337888717,C,0.748,0.3333333333333333,0.74,True,False,True,False,True,True,False,False,False,False,True,False
0.6666666666666665,0.7981596319263853,0.2533755625937657,0.33266633316658334,0.9053810762152432,0.2796559311862372,0.6,0.21100000000000008,0.32636914328099853,D,0.36000000000000004,0.4444444444444445,0.52,False,False,False,False,False,True,False,False,False,True,False,True
0.833333333333333,0.12702540508101623,0.8183030505084183,0.725862931465733,0.39547909581916385,0.657131426285257,0.521,0.12080000000000002,0.4903179401881341,C,0.992,0.5555555555555556,0.6400000000000001,False,False,False,True,False,False,False,True,False,False,False,True
0.33333333333333304,0.3958791758351672,0.9859976662777132,0.5799566449891613,0.5643128625725145,0.5405081016203241,0.35600000000000004,0.5204,0.6066038053922833,C,0.9720000000000002,0.1111111111111111,0.24,True,False,False,False,True,True,False,True,False,False,True,False
0.33333333333333304,0.2712542508501701,0.256376062677113,0.1455727863931967,0.892578515703141,0.42348469693938795,0.883,0.09519999999999995,0.2706930848851976,D,0.9159999999999999,0.7777777777777777,0.15999999999999992,True,False,False,True,True,True,False,False,True,False,False,True
0.5,0.2914582916583317,0.05617602933822308,0.3103218275804569,0.993998799759952,0.6731346269253853,0.12300000000000001,0.25639999999999996,0.2998010766585373,D,0.5880000000000001,0.8888888888888888,0.05999999999999994,False,False,False,False,True,True,False,False,False,False,False,False
0.33333333333333304,0.12302460492098422,0.8156359393232209,0.22144405536101386,0.9693938787757552,0.41588317663532726,0.4740000000000001,0.4518000000000002,0.4957349486957596,C,0.412,0.2222222222222222,0.8200000000000001,False,True,False,False,False,False,False,False,True,False,False,True
0.0,0.8057611522304464,0.6202700450075012,0.390361847590462,0.7179435887177437,0.8215643128625725,0.537,0.16779999999999995,0.4276739455377112,D,0.312,0.6666666666666665,0.72,True,False,True,False,False,False,False,True,False,False,False,True
0.33333333333333304,0.009001800360072254,0.9598266377729623,0.5160913790228447,0.14322864572914584,0.7297459491898382,0.555,0.44620000000000015,0.5274278200474267,C,0.016000000000000014,0.3333333333333333,0.30000000000000004,False,True,False,False,False,True,False,False,False,False,False,False
0.5,0.3124624924984998,0.25220870145024177,0.5069201267300316,0.023204640928185638,0.5407081416283257,0.6519999999999999,0.3428,0.3157823756167184,D,0.6320000000000001,1.0,0.8399999999999999,False,False,True,False,False,True,False,True,False,False,True,False
0.833333333333333,0.17423484696939395,0.07101183530588429,0.754710688677672,0.8253650730146032,0.8771754350870173,0.506,0.8606,0.6938153946436798,B,0.552,0.3333333333333333,0.8399999999999999,False,False,False,True,True,True,True,False,False,False,False,False
0.33333333333333304,0.5889177835567116,0.4925820970161694,0.18909454727363684,0.8411682336467294,0.8289657931586318,0.257,0.7949999999999999,0.5356207644500388,C,0.6279999999999999,0.0,0.14,False,False,True,False,False,True,False,False,True,False,False,True
0.6666666666666665,0.25405081016203246,0.085514252375396,0.9468067367016844,0.7465493098619724,0.5319063812762554,0.8570000000000001,0.9928000000000001,0.7934231672641858,B,0.5759999999999998,0.4444444444444445,0.72,False,False,False,False,True,False,False,False,False,False,False,False
1.0,0.2588517703540709,0.26187697949658284,0.34283808570952146,0.28005601120224055,0.06841368273654735,0.658,0.5290000000000001,0.3161195338225873,D,0.136,0.5555555555555556,0.30000000000000004,False,False,False,False,False,False,False,False,False,False,True,False
0.6666666666666665,0.4882976595319066,0.12602100350058354,0.3001500750375188,0.6399279855971194,0.5661132226445289,0.858,0.5753999999999999,0.42895514672001234,D,0.696,0.4444444444444445,0.45999999999999996,False,True,False,False,True,False,False,True,False,False,False,True
0.6666666666666665,0.6525305061012203,0.22420403400566769,0.6853426713356678,0.31626325265053024,0.3552710542108424,0.276,0.9466000000000001,0.5601209274098382,C,0.36000000000000004,0.5555555555555556,0.44000000000000017,True,False,True,False,True,True,False,True,False,False,True,False
0.833333333333333,0.12122424484896999,0.10618436406067677,0.8057362014340503,0.4506901380276056,0.5403080616123226,0.637,0.3996000000000002,0.4764157834994778,C,0.516,0.2222222222222222,0.6000000000000001,True,False,False,True,False,False,False,False,False,True,True,False
0.16666666666666652,0.17543508701740373,0.9539923320553427,0.37852259463064875,0.38247649529906,0.6473294658931787,0.714,0.5556000000000001,0.5657065150203979,C,0.36399999999999993,0.1111111111111111,0.3400000000000001,False,False,False,True,False,False,False,False,False,True,False,False
1.0,0.24704940988197643,0.2785464244040674,0.7470401867600467,0.9137827565513106,0.6449289857971594,0.383,0.379,0.5458141808741386,C,0.01999999999999999,0.4444444444444445,0.08000000000000007,False,False,False,False,False,True,False,False,True,False,True,False
0.6666666666666665,0.9737947589517906,0.44390731788631443,0.8839419709854928,0.23424684936987417,0.6737347469493902,0.8119999999999999,0.5458000000000001,0.6185504444869017,C,0.8760000000000001,0.5555555555555556,0.6800000000000002,False,False,False,True,False,False,False,False,False,False,False,False
0.6666666666666665,0.39707941588317675,0.8988164694115688,0.7670501917625481,0.5777155431086218,0.6793358671734346,0.003,0.08079999999999998,0.481990132503175,C,0.14799999999999996,1.0,0.9600000000000002,True,False,False,False,True,True,False,True,False,False,False,False
0.16666666666666652,0.5989197839567917,0.6774462410401734,0.034017008504252155,0.3610722144428886,0.10922184436887394,0.595,0.7838,0.3931714224704703,D,0.5840000000000001,0.5555555555555556,0.6599999999999999,True,False,False,False,False,True,False,False,True,False,False,True
0.833333333333333,0.24144828965793175,0.6181030171695283,0.8275804568951142,0.6631326265253052,0.1918383676735349,0.614,0.9852000000000001,0.778824216950067,B,0.8840000000000001,0.4444444444444445,0.54,False,False,False,False,False,True,False,False,False,False,True,False
1.0,0.4902980596119224,0.7056176029338224,0.7747206936801734,0.564712942588518,0.630726145229046,0.534,0.06580000000000008,0.4924645140988322,C,0.21999999999999997,0.1111111111111111,0.15999999999999992,True,True,False,False,False,False,False,True,False,False,True,False
0.6666666666666665,0.07401480296059226,0.8289714952492084,0.6695014173753542,0.9241848369673937,0.40828165633126634,0.63,0.8009999999999999,0.7762168601580146,B,0.412,0.0,0.6199999999999999,False,True,False,False,False,False,False,False,False,True,True,False
0.5,0.03460692138427701,0.8778129688281382,0.76021344005336,0.10162032406481303,0.7629525905181038,0.167,0.24180000000000001,0.47730363344159854,C,0.37600000000000006,1.0,0.6199999999999999,False,False,False,False,False,True,False,False,False,False,True,False
0.833333333333333,0.46869373874774967,0.6427737956326056,0.9798232449558111,0.22064412882576523,0.12502500500100022,0.685,0.1976,0.4954652221310645,C,0.08800000000000002,0.5555555555555556,0.6199999999999999,False,False,False,False,False,False,False,True,False,False,True,False
1.0,0.3984796959391881,0.8901483580596767,0.431215607803902,0.7665533106621325,0.19163832766553313,0.336,0.6934,0.5880601040694995,C,0.424,0.0,0.9000000000000001,False,False,False,False,True,False,False,False,True,False,False,False
0.6666666666666665,0.13662732546509315,0.5354225704284048,0.06703351675837921,0.3688737747549511,0.5585117023404682,0.452,0.04420000000000002,0.16193708627878478,F,0.48000000000000004,0.0,0.72,False,False,False,True,True,True,False,False,True,False,False,True
0.6666666666666665,0.6875375075015004,0.27737956326054347,0.4608971152242789,0.1658331666333268,0.5009001800360073,0.33299999999999996,0.46320000000000006,0.32967329369851317,D,0.027999999999999997,0.5555555555555556,0.78,False,False,False,False,True,False,True,False,False,False,False,True
0.16666666666666652,0.9929985997199442,0.8801466911151858,0.0463565115891279,0.5035007001400282,0.26645329065813184,0.4740000000000001,0.0014000000000000679,0.20260960451342447,F,0.48799999999999993,0.0,0.31999999999999984,False,False,False,False,False,False,False,False,False,False,True,False
