Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Study_Hours_per_Week,Stress_Level (1-10),Sleep_Hours_per_Night,Gender_Male,Department_CS,Department_Engineering,Department_Mathematics,Extracurricular_Activities_Yes,Internet_Access_at_Home_Yes,Parent_Education_Level_High School,Parent_Education_Level_Master's,Parent_Education_Level_PhD,Parent_Education_Level_Unknown,Family_Income_Level_Low,Family_Income_Level_Medium,predicted_grade,recommendation
0.833333333333333,0.7239447889577917,0.5000833472245374,0.759212939803235,0.3516703340668135,0.5555111022204442,0.449,0.8628,0.6604704480832553,0.1159999999999999,0.3333333333333333,0.8399999999999999,False,False,False,False,True,True,True,False,False,False,True,False,B,Bagus! Tapi coba tingkatkan dengan latihan tambahan di topik lemah 📘
0.333333333333333,0.1858371674334868,0.8891481913652277,0.7985659496414874,0.2914582916583317,0.6037207441488299,0.828,0.3234000000000001,0.6084244597039752,0.716,0.6666666666666665,0.92,False,False,False,True,True,False,False,False,False,True,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.5,0.909581916383277,0.4540756792798799,0.9541437385359346,0.6687337467493502,0.3460692138427685,0.213,0.0804,0.4564447791051822,0.8480000000000001,0.8888888888888888,0.56,True,False,True,False,False,False,False,False,False,True,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.0,0.8277655531106223,0.2772128688114686,0.7957311989327998,0.828365673134627,0.0188037607521505,0.414,0.0272000000000001,0.3620741972825048,0.72,0.4444444444444445,0.78,True,False,False,False,False,False,False,False,True,False,False,True,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.1666666666666665,0.1634326865373077,0.9164860810135024,0.4077038519259628,0.1920384076815364,0.0216043208641729,0.528,0.1100000000000001,0.2944065453646367,0.912,0.1111111111111111,0.4599999999999999,True,True,False,False,False,True,False,False,False,False,False,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.0,0.8711742348469695,0.388064677446241,0.8217442054360515,0.5631126225245051,0.8885777155431087,0.505,0.0041999999999999,0.4487575720113737,0.8920000000000001,0.1111111111111111,0.5,True,True,False,False,True,False,False,False,False,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.5,0.2720544108821765,0.5034172362060345,0.5087543771885943,0.3678735747149431,0.102620524104821,0.921,0.3269999999999999,0.4009822542397643,0.78,0.7777777777777777,0.54,False,False,False,False,False,True,True,False,False,False,False,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.833333333333333,0.0806161232246449,0.3288881480246708,0.2776388194097048,0.5059011802360474,1.0000000000000002,0.293,0.2994000000000001,0.3320109239258701,0.9000000000000001,0.7777777777777777,0.6800000000000002,False,True,False,False,False,False,False,False,False,False,False,True,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.333333333333333,0.6567313462692541,0.6629438239706618,0.3029848257462064,0.6209241848369675,0.1644328865773154,0.0569999999999999,0.1104,0.2433720316029624,0.1679999999999999,0.7777777777777777,0.6599999999999999,True,False,False,False,True,True,True,False,False,False,False,False,F,Jangan menyerah! Jadwalkan ulang belajar harian & fokus topik dasar 🚨
0.333333333333333,0.6537307461492299,0.9951658609768296,0.223778555944639,0.8937787557511505,0.6747349469893982,0.916,0.6512,0.6660785129075399,0.732,0.4444444444444445,0.78,True,True,False,False,False,True,False,True,False,False,True,False,B,Bagus! Tapi coba tingkatkan dengan latihan tambahan di topik lemah 📘
0.0,0.0948189637927587,0.0255042507084514,0.1449057862264466,0.192238447689538,0.9491898379675938,0.217,0.992,0.3923172883489358,0.752,0.1111111111111111,0.6199999999999999,True,False,False,False,False,False,False,False,True,False,False,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.6666666666666665,0.3186637327465493,0.8999833305550926,0.1844255461063865,0.0870174034806963,0.3622724544908982,0.379,0.901,0.4863507119657448,0.152,1.0,0.8800000000000001,True,False,False,False,False,False,False,False,False,True,False,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.6666666666666665,0.9927985597119426,0.0040006667777963,0.0630315157578789,0.6273254650930187,0.7345469093818764,0.531,0.2528000000000001,0.1956529068656649,0.908,0.7777777777777777,0.7,True,False,False,False,False,True,False,False,True,False,True,False,F,Jangan menyerah! Jadwalkan ulang belajar harian & fokus topik dasar 🚨
0.833333333333333,0.6783356671334269,0.3642273712285382,0.8887777221944306,0.3942788557711543,0.3508701740348072,0.976,0.77,0.6887804987693726,0.008,0.3333333333333333,0.92,False,True,False,False,True,True,False,False,False,False,True,False,B,Bagus! Tapi coba tingkatkan dengan latihan tambahan di topik lemah 📘
0.333333333333333,0.7299459891978397,0.1686947824637439,0.9312989828247458,0.1630326065213043,0.3050610122024406,0.535,0.9368,0.6261140269052248,0.436,0.8888888888888888,0.76,False,False,False,False,False,True,False,False,False,True,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.0,0.2128425685137027,0.7574595765960994,0.5869601467400365,0.1170234046809364,0.2018403680736149,0.4479999999999999,0.9064,0.5897796109194302,0.0199999999999999,1.0,0.74,True,False,False,True,False,False,False,False,True,False,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.0,0.0786157231446289,0.0506751125187531,0.8407537101884277,0.5591118223644731,0.8211642328465694,0.584,0.8846,0.684386203486216,0.524,0.5555555555555556,0.8600000000000001,True,False,False,False,False,False,False,False,True,False,False,False,B,Bagus! Tapi coba tingkatkan dengan latihan tambahan di topik lemah 📘
0.0,0.276855371074215,0.5535922653775629,0.1834250458562614,0.3004600920184037,0.2574514902980596,0.971,0.7864,0.4680430213870685,0.412,1.0,0.6599999999999999,True,False,True,False,False,True,True,False,False,False,False,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.5,0.2486497299459893,0.2950491748624771,0.9019509754877436,0.9975995199039812,0.2832566513302661,0.818,0.2930000000000001,0.5947358365457016,0.6240000000000001,0.6666666666666665,0.18,False,False,True,False,True,False,False,True,False,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.833333333333333,0.2344468893778757,0.1336889481580264,0.506419876604969,0.4060812162432488,0.9991998399679938,0.1689999999999999,0.0836000000000001,0.2660178244304834,0.768,0.2222222222222222,0.08,False,False,False,True,True,True,False,False,True,False,True,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.6666666666666665,0.1926385277055413,0.771961993665611,0.0670335167583792,0.2122424484896981,0.3274654930986198,0.8029999999999999,0.4878,0.3464300565301925,0.768,0.1111111111111111,0.3199999999999998,False,False,False,False,True,True,False,False,False,True,False,True,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.6666666666666665,0.5747149429885978,0.2175362560426738,0.1412372853093213,0.6289257851570316,0.4228845769153833,0.841,0.0547999999999999,0.198529990222412,0.724,0.1111111111111111,0.8200000000000001,True,False,True,False,True,False,False,True,False,False,True,False,F,Jangan menyerah! Jadwalkan ulang belajar harian & fokus topik dasar 🚨
0.5,0.3280656131226245,0.2237039506584431,0.3089878272469568,0.2442488497699542,0.9901980396079216,0.691,0.9984000000000002,0.5565020960001799,0.0999999999999999,0.2222222222222222,0.0199999999999999,False,False,False,False,True,False,False,True,False,False,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.1666666666666665,0.8203640728145629,0.2750458409734956,0.0433550108387527,0.4940988197639528,0.369473894778956,0.657,0.3584,0.2301329527191811,0.416,0.6666666666666665,0.1599999999999999,True,False,True,False,False,False,False,False,False,True,False,True,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.5,0.1838367673534708,0.586931155192532,0.3093213273303319,0.4826965393078615,0.3662732546509304,0.441,0.9584,0.5585812382697042,0.8160000000000001,0.7777777777777777,0.0999999999999999,False,True,False,False,False,True,False,True,False,False,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.833333333333333,0.4644928985797161,0.6597766294382397,0.0598632649658162,0.4536907381476298,0.8279655931186238,0.642,0.7731999999999999,0.4963867878937729,0.6559999999999999,0.3333333333333333,0.04,False,True,False,False,False,False,False,False,False,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.0,0.0134026805361073,0.0176696116019337,0.2359513089878272,0.7961592318463693,0.3120624124824964,0.738,0.4112,0.3143438339383446,0.6799999999999999,0.2222222222222222,0.8200000000000001,False,False,False,True,True,True,False,True,False,False,False,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.5,0.4814962992598521,0.2418736456076012,0.2656328164082041,0.2166433286657332,0.2338467693538708,0.123,0.1184,0.0953932950471458,0.2279999999999999,0.6666666666666665,0.28,True,False,False,True,True,True,True,False,False,False,True,False,F,Jangan menyerah! Jadwalkan ulang belajar harian & fokus topik dasar 🚨
0.0,0.055611122224445,0.4310718453075512,0.9946639986659996,0.9045809161832368,0.4232846569313864,0.257,0.2372,0.5716854538711382,0.324,0.2222222222222222,0.72,True,False,False,False,True,False,False,True,False,False,False,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.833333333333333,0.9777955591118226,0.3320553425570929,0.2354510588627647,0.7915583116623324,0.700740148029606,0.1939999999999999,0.673,0.4477910518212162,0.956,0.7777777777777777,0.14,False,False,False,True,False,False,False,False,True,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
1.0,0.7905581116223246,0.8843140523420572,0.2391195597798899,0.3332666533306661,0.0432086417283457,0.841,0.8300000000000001,0.535249890423583,0.8480000000000001,0.3333333333333333,0.4000000000000001,True,False,False,False,True,False,False,True,False,False,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.833333333333333,0.4900980196039211,0.7877979663277215,0.6870101717525428,0.1806361272254453,0.3740748149629926,0.68,0.9794,0.7103923397655625,0.1639999999999999,0.7777777777777777,0.1199999999999998,True,True,False,False,True,True,True,False,False,False,False,False,B,Bagus! Tapi coba tingkatkan dengan latihan tambahan di topik lemah 📘
0.333333333333333,0.0864172834566914,0.6259376562760461,0.8595964648991163,0.2796559311862372,0.3462692538507703,0.451,0.1322000000000001,0.4380022252441589,0.544,0.1111111111111111,0.0,True,True,False,False,False,False,True,False,False,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.0,0.5923184636927388,0.3380563427237875,0.3870268467567117,0.3326665333066614,0.2448489697939588,0.826,0.1559999999999999,0.2682318299823554,0.492,0.7777777777777777,0.6199999999999999,True,False,True,False,True,True,False,True,False,False,True,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.6666666666666665,0.75875175035007,0.700783463910652,0.8759379689844924,0.5571114222844569,0.6543308661732345,0.7170000000000001,0.0423999999999999,0.5396441857067398,0.444,0.7777777777777777,0.4800000000000002,True,False,False,False,False,True,False,False,False,False,False,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.5,0.1906381276255251,0.8438073012168696,0.3401700850425211,0.0464092818563712,0.2900580116023206,0.914,0.2604000000000002,0.3566571887748797,0.472,1.0,0.4199999999999999,True,True,False,False,True,True,False,True,False,False,False,True,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
1.0,0.5681136227245449,0.5949324887481247,0.1969317992329498,0.9145829165833168,0.6069213842768555,0.077,0.821,0.5349239708245763,0.6440000000000001,0.2222222222222222,0.08,True,True,False,False,True,False,False,False,False,True,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.833333333333333,0.8141628325665133,0.7846307717952992,0.3296648324162081,0.098619723944789,0.504500900180036,0.509,0.1981999999999999,0.3075557153935198,0.968,0.1111111111111111,0.5800000000000001,False,False,False,False,False,False,True,False,False,False,False,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.0,0.7681536307261454,0.749291548591432,0.6094714023678507,0.2792558511702341,0.2172434486897381,0.7070000000000001,0.5478000000000001,0.5329909304442619,0.8760000000000001,0.6666666666666665,0.78,True,False,True,False,False,False,False,True,False,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
1.0,0.802960592118424,0.5717619603267212,0.3671835917958979,0.1092218443688739,0.2666533306661334,0.207,0.4463999999999999,0.3019476505692351,0.8760000000000001,0.8888888888888888,0.0599999999999999,True,False,True,False,False,True,False,False,False,False,False,True,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.1666666666666665,0.8793758751750351,0.3122187031171862,0.6730031682507922,0.2566513302660533,0.1706341268253652,0.327,0.3258000000000001,0.339394688634397,0.704,1.0,0.4199999999999999,False,False,True,False,True,True,False,False,False,False,True,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.333333333333333,0.9375875175035008,0.7459576596099351,0.2369518092379523,0.8377675535107021,0.0566113222644528,0.419,0.6184000000000001,0.474302925409366,0.016,0.0,0.3199999999999998,False,False,True,False,False,True,False,False,False,False,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.1666666666666665,0.4054810962192441,0.2068678113018836,0.7011839252959813,0.6153230646129229,0.6193238647729546,0.794,0.5024000000000002,0.5504782027219906,0.44,0.4444444444444445,0.9000000000000001,False,True,False,False,True,False,False,False,True,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.833333333333333,0.5687137427485498,0.7796299383230538,0.3475070868767718,0.2274454890978197,0.6729345869173835,0.494,0.3348,0.3975657177536273,0.512,0.2222222222222222,0.26,False,False,False,False,False,False,False,False,True,False,False,True,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.1666666666666665,0.7905581116223246,0.8046341056842807,0.4558946139736535,0.871974394878976,0.1660332066413283,0.493,0.6888000000000001,0.6100652963058695,0.8440000000000001,0.8888888888888888,0.94,True,False,False,False,True,True,False,False,True,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.1666666666666665,0.6971394278855774,0.8223037172862144,0.5577788894447222,0.800960192038408,0.6155231046209242,0.431,0.28,0.5417120893694019,0.9240000000000002,0.7777777777777777,0.8200000000000001,False,True,False,False,False,True,False,False,False,True,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.333333333333333,0.9955991198239652,0.4729121520253376,0.6863431715857928,0.7537507501500302,0.9821964392878576,0.2289999999999999,0.6432,0.6473662324818217,0.452,0.8888888888888888,0.0999999999999999,False,True,False,False,False,True,False,False,False,True,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.333333333333333,0.0134026805361073,0.1925320886814469,0.2386193096548274,0.8477695539107821,0.0744148829765953,0.923,0.9572,0.5374863731891795,0.3,0.8888888888888888,0.4800000000000002,True,True,False,False,True,True,False,True,False,False,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.333333333333333,0.3550710142028408,0.0996832805467577,0.8362514590628647,0.619723944788958,0.4904980996199239,0.318,0.7290000000000001,0.583485991076546,0.336,1.0,0.6400000000000001,True,False,False,True,False,True,False,False,True,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
1.0,0.280856171234247,0.7434572428738122,0.7220276805069201,0.501500300060012,0.7331466293258655,0.5670000000000001,0.4184000000000001,0.6058058643050608,0.5800000000000001,0.2222222222222222,0.6000000000000001,True,False,False,False,False,True,False,False,True,False,False,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.333333333333333,0.262252450490098,0.8864810801800302,0.2341170585292645,0.3740748149629926,0.0460092018403681,0.149,0.7476,0.4356421178030769,0.276,0.6666666666666665,0.6800000000000002,False,False,False,False,True,False,False,False,False,True,True,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.1666666666666665,0.2224444888977796,0.6509418236372728,0.9753209938302484,0.2238447689537908,0.778355671134227,0.434,0.8091999999999999,0.7475471740523043,0.912,0.4444444444444445,0.4199999999999999,True,False,False,False,True,True,False,False,False,False,False,False,B,Bagus! Tapi coba tingkatkan dengan latihan tambahan di topik lemah 📘
0.6666666666666665,0.7091418283656732,0.1441906984497416,0.6649991662497916,0.5575115023004602,0.9797959591918386,0.904,0.3258000000000001,0.509187561109925,0.42,0.5555555555555556,0.9000000000000001,False,False,True,False,True,False,False,False,False,False,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.6666666666666665,0.0846169233846771,0.9349891648608104,0.4525596131399034,0.8895779155831167,0.0884176835367074,0.995,0.7052,0.6915002416300475,0.992,0.7777777777777777,0.28,True,True,False,False,True,True,True,False,False,False,False,False,B,Bagus! Tapi coba tingkatkan dengan latihan tambahan di topik lemah 📘
0.333333333333333,0.7415483096619324,0.98933155525921,0.1574120393530099,0.5941188237647532,0.8223644728945789,0.362,0.4343999999999999,0.473257734971173,0.1079999999999999,1.0,0.0999999999999999,True,True,False,False,False,True,False,True,False,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
1.0,0.6933386677335469,0.4334055675945991,0.5332666333166582,0.9197839567913584,0.3786757351470295,0.154,0.8186000000000002,0.5986693489475046,0.1879999999999999,0.7777777777777777,0.9800000000000002,False,True,False,False,False,False,False,True,False,False,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.5,0.2506501300260053,0.5949324887481247,0.1647490411872603,0.3570714142828566,0.1442288457691538,0.314,0.2953999999999999,0.2275480731408534,0.512,0.6666666666666665,0.6599999999999999,True,False,False,True,True,False,False,False,True,False,False,True,F,Jangan menyerah! Jadwalkan ulang belajar harian & fokus topik dasar 🚨
0.0,0.2526505301060213,0.777296216036006,0.4295481073870268,0.6953390678135629,0.4932986597319464,0.327,0.9378,0.6679553602535426,0.8680000000000001,0.0,0.6599999999999999,True,False,False,False,True,False,False,False,False,True,False,False,B,Bagus! Tapi coba tingkatkan dengan latihan tambahan di topik lemah 📘
0.833333333333333,0.62872574514903,0.736456076012669,0.408704352176088,0.6487297459491901,0.0716143228645729,0.645,0.5748,0.5107834432843703,0.352,0.0,0.8200000000000001,True,True,False,False,True,False,False,True,False,False,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
1.0,0.7621524304860974,0.9679946657776296,0.7201934300483575,0.6705341068213644,0.5223044608921785,0.496,0.3534000000000001,0.6255071421346612,0.8360000000000001,0.5555555555555556,0.4199999999999999,True,False,False,True,False,True,False,False,False,False,False,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.5,0.8763752750550111,0.1148524754125688,0.1922627980656995,0.6451290258051612,0.0194038807761554,0.768,0.4194,0.2670742534755392,0.424,0.8888888888888888,0.3800000000000001,True,True,False,False,False,True,False,False,False,True,True,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.833333333333333,0.8521704340868175,0.5807634605767629,0.8220777055194264,0.2216443288657732,0.7287457491498301,0.701,0.3478000000000001,0.5502084761572956,0.8520000000000001,0.7777777777777777,0.94,False,False,True,False,True,True,False,False,True,False,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.5,0.9647929585917184,0.6921153525587598,0.3261630815407704,0.1436287257451491,0.488097619523905,0.251,0.1462000000000001,0.2468784769439982,0.276,0.0,0.3800000000000001,False,False,False,False,False,True,False,False,True,False,True,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.5,0.5813162632526505,0.8903150525087515,0.4440553610138402,0.9787957591518306,0.4590918183636729,0.784,0.0684,0.4978702839995956,0.472,0.7777777777777777,0.08,True,False,False,True,True,False,False,True,False,False,False,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.6666666666666665,0.908581716343269,0.8743123853975665,0.7725529431382359,0.0452090418083617,0.19623924784957,0.8470000000000001,0.3218000000000001,0.5109632609941672,0.2799999999999999,0.4444444444444445,0.3,False,True,False,False,False,True,False,True,False,False,False,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.0,0.8085617123424689,0.9781630271711954,0.6254794063698514,0.4678935787157432,0.3612722544508904,0.598,0.4586000000000001,0.5903303026556828,0.216,0.1111111111111111,0.8800000000000001,False,False,False,False,False,False,True,False,False,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.5,0.894578915783157,0.5120853475579263,0.3079873269968317,0.4250850170034008,0.1818363672734548,0.928,0.3618000000000001,0.366142572966655,0.42,0.6666666666666665,0.0999999999999999,False,False,False,True,False,True,False,True,False,False,False,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.333333333333333,0.0114022804560913,0.8309718286381065,0.3861930965482743,0.3600720144028806,0.7355471094218844,0.783,0.014,0.37469515278886,0.336,0.1111111111111111,0.72,True,False,False,False,True,True,False,True,False,False,False,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.833333333333333,0.965993198639728,0.4274045674279048,0.3058195764548941,0.7821564312862572,0.1990398079615924,0.595,0.5790000000000002,0.446206408253633,0.788,0.3333333333333333,0.26,True,False,False,False,True,False,False,False,False,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
1.0,0.4734946989397883,0.4224037339556594,0.5949641487410371,0.7455491098219644,0.6169233846769355,0.906,0.1448,0.4719765337888717,0.748,0.3333333333333333,0.74,True,False,True,False,True,True,False,False,False,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.6666666666666665,0.7981596319263853,0.2533755625937657,0.3326663331665833,0.9053810762152432,0.2796559311862372,0.6,0.211,0.3263691432809985,0.36,0.4444444444444445,0.52,False,False,False,False,False,True,False,False,False,True,False,True,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.833333333333333,0.1270254050810162,0.8183030505084183,0.725862931465733,0.3954790958191638,0.657131426285257,0.521,0.1208,0.4903179401881341,0.992,0.5555555555555556,0.6400000000000001,False,False,False,True,False,False,False,True,False,False,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.333333333333333,0.3958791758351672,0.9859976662777132,0.5799566449891613,0.5643128625725145,0.5405081016203241,0.356,0.5204,0.6066038053922833,0.9720000000000002,0.1111111111111111,0.24,True,False,False,False,True,True,False,True,False,False,True,False,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.333333333333333,0.2712542508501701,0.256376062677113,0.1455727863931967,0.892578515703141,0.4234846969393879,0.883,0.0951999999999999,0.2706930848851976,0.916,0.7777777777777777,0.1599999999999999,True,False,False,True,True,True,False,False,True,False,False,True,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.5,0.2914582916583317,0.056176029338223,0.3103218275804569,0.993998799759952,0.6731346269253853,0.123,0.2563999999999999,0.2998010766585373,0.5880000000000001,0.8888888888888888,0.0599999999999999,False,False,False,False,True,True,False,False,False,False,False,False,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
0.333333333333333,0.1230246049209842,0.8156359393232209,0.2214440553610138,0.9693938787757552,0.4158831766353272,0.4740000000000001,0.4518000000000002,0.4957349486957596,0.412,0.2222222222222222,0.8200000000000001,False,True,False,False,False,False,False,False,True,False,False,True,C,Perlu peningkatan. Perbanyak latihan & ikuti kelompok belajar 📚
0.0,0.8057611522304464,0.6202700450075012,0.390361847590462,0.7179435887177437,0.8215643128625725,0.537,0.1677999999999999,0.4276739455377112,0.312,0.6666666666666665,0.72,True,False,True,False,False,False,False,True,False,False,False,True,D,Segera cari tutor atau diskusi bareng teman untuk topik sulit 🔍
